cidade_01,nome,id.x,meio,regiao_metropolitana.x,uf.x,estado01,regiao01,pais.x,fonte,name,about,category,description,general_info,likes,link,city,state,country,latitude,longitude,talking_about_count,username,website,,
SÃO PAULO,ISTOE DINHEIRO,id3530,Online,RM SÃ£o Paulo,SP,São Paulo,SE,Brasil,Secom/PR,IstoÉ Dinheiro,"ISTOÉ Dinheiro, a primeira revista semanal de negócios, economia e finanças do Brasil

Assine: www.assine3.com.br/revista/istoe-dinheiro",Media/News Company,"Para aproveitar as oportunidades do Brasil e do mundo, você precisa de informação e análise de qualidade no tempo certo. Há 15 anos, foi lançada ISTOÉ Dinheiro. Ágil, completa e dinâmica para um país de empresários e executivos com pressa de crescer.",NA,174257,https://www.facebook.com/istoedinheiro/,NA,NA,NA,NA,NA,4203,istoedinheiro,http://www.istoedinheiro.com.br/,,
SÃO PAULO,ISTOE GENTE,id3894,Online,RM SÃ£o Paulo,SP,São Paulo,SE,Brasil,Secom/PR,IstoÉ Gente,"Gente, moda, beleza, arte, gastronomia, comportamento, viagens, festas: a revista que vê o mundo através das pessoas",News & Media Website,NA,NA,28771,https://www.facebook.com/istoegente/,São Paulo,SP,Brazil,NA,NA,31,istoegente,www.istoegente.com.br,,
ITAPEVA,ITA NEWS,id4224,Jornal,n/d,SP,São Paulo,SE,Brasil,Secom/PR,Jornal Ita News,O melhor conteúdo de Itapeva e região.,Newspaper,NA,NA,26880,https://www.facebook.com/jornalitanews/,Itapeva,SP,Brazil,NA,NA,497,jornalitanews,http://www.jornalitanews.com.br,,
ITAJUBÁ,ITAJUBA NOTICIAS,id970,Jornal,n/d,MG,Minas Gerais,SE,Brasil,Secom/PR,Jornal Itajubá Notícias,"Rua Dr. Américo de Oliveira  - 241 - (35) 3622 2880
E-mail: redacao@itajubanoticias.com.br
Site: www.itajubanoticias.com.br",Media/News Company,NA,NA,15005,https://www.facebook.com/itajubanoticias/,Itajubá,MG,Brazil,-22.4232467,-45.4559478,315,itajubanoticias,http://www.itajubanoticias.com.br,,
ITAMBÉ,ITAMBÉ AGORA,id4969,Online,n/d,BA,Bahia,NE,Brasil,Atlas da NotÃ­cia,Itambé Agora,Página Oficial do blog Itambé Agora,Community,NA,NA,5036,https://www.facebook.com/itambeagoraoficial/,NA,NA,NA,NA,NA,9,itambeagoraoficial,http://www.itambeagora.com,,
ITAPEVI,ITAPEVI AGORA,id4970,Jornal,RM SÃ£o Paulo,SP,São Paulo,SE,Brasil,Atlas da NotÃ­cia,Itapevi Agora,"Único jornal da região com circulação paga, ITAPEVI AGORA é publicado aos sábados há mais de 24 anos, desde 5/12/1992. e-mail: itapeviagora@terra.com.br. WhatsApp: (11) 97320-6282",Newspaper,"Com mais de 24 anos de circulação ininterrupta (lançado em 5 de dezembro de 1992), ITAPEVI AGORA é o mais tradicional jornal deste município e o único com circulação paga na Região Oeste da Grande São Paulo. Semanário com circulação aos sábados, pratica um Jornalismo profissional e independente.

O editor é Kazumi Kusano, jornalista profissional com mais de 45 anos de experiência (desde abril de 1969), ex-repórter especial dos jornais O Globo, Jornal da Tarde, Folha de S. Paulo, Diário da Noite e Diário de São Paulo.

A editora-assistente é Cristina Yoko Kusano, jornalista formada pela Fiam, na função desde 1999.",NA,42668,https://www.facebook.com/itapevi.agora/,Itapevi,SP,Brazil,-23.5454613,-46.9304865,12234,itapevi.agora,NA,,
ITAPORANGA,ITAPONEWS,id3290,Online,n/d,SP,São Paulo,SE,Brasil,Secom/PR,Itaponews,Notícias de Itaporanga/SP e mais 12 cidades da região...,Website,NA,NA,2263,https://www.facebook.com/itaponews2/,NA,NA,NA,NA,NA,54,itaponews2,http://www.itaponews.com.br,,
ITAÚNA,ITAUNA ACONTECE,id974,Jornal,n/d,MG,Minas Gerais,SE,Brasil,Secom/PR,Jornal Itaúna Acontece,O maior e melhor conteúdo!,Media/News Company,NA,NA,78,https://www.facebook.com/Jornal-Itaúna-Acontece-135326023224338/,NA,NA,NA,NA,NA,0,NA,http://www.itaunacontece.com,,
ITU,ITU.COM.BR,id3291,Online,n/d,SP,São Paulo,SE,Brasil,Secom/PR,Itu.com.br,"Aqui você encontra o melhor de Itu: notícias, serviços, sorteios, opiniões, vídeos, coberturas de eventos, classificados, turismo, entretenimento e muito mais!  Visite: www.itu.com.br",Media/News Company,"Aqui você encontra o melhor de Itu: notícias, serviços, sorteios, opiniões, vídeos, coberturas de eventos, classificados, turismo, entretenimento e muito mais!  Visite: www.itu.com.br",NA,13683,https://www.facebook.com/itucombr/,Itu,SP,Brazil,-23.25774914,-47.30300903,154,itucombr,http://www.itu.com.br,,
PORTO ALEGRE,JA BOM FIM,id2644,Jornal,RM Porto Alegre,RS,Rio Grande do Sul,S,Brasil,Secom/PR,JA Higienização,Limpeza de Estofados,Cleaning Service,"Promoção imperdível, valida somente para o mês de OUTUBRO
Sofá de 3 lugares a partir de 150.00 e com mais 40.00 lavamos e higienizamos o sofá de 2 lugares também, ou 2 puff ou duas cadeiras, ofertas validas somente  para quem comentar na página e para pagamento avista em dinheiro. ",NA,126,https://www.facebook.com/JA.LIMPESAdeESTOFADOS/,Niterói,RJ,Brazil,-22.8816099,-43.07463,1,JA.LIMPESAdeESTOFADOS, http://jahigienizacao.wixsite.com/jahigienizacao,,
JOÃO PESSOA,JA PARAIBA,id1456,Jornal,n/d,PB,Paraíba,NE,Brasil,Secom/PR,Paraiba Já,"Paraíba Já - Compromisso com a verdade!

Fundado em maio de 2010, o Paraíba Já é um portal de notícias sediado em João Pessoa (PB).",News & Media Website,"Fundado em maio de 2010, o Paraíba Já é um portal de notícias sediado em João Pessoa (PB), que tem compromisso com a verdade, fazendo um jornalismo de qualidade e relevância social.",NA,17762,https://www.facebook.com/paraibaja/,NA,NA,NA,NA,NA,1227,paraibaja,www.paraibaja.com.br,,
SÃO PAULO,JABAQUARA EM NOTICIAS - CIDADE ADEMAR EM NOTICIAS,id4645,Jornal,RM SÃ£o Paulo,SP,São Paulo,SE,Brasil,Secom/PR,Jabaquara e Cidade Ademar em Notícias,Jornal de bairro com periodicidade quinzenal e 21 anos de circulação atendendo todo o distrito do Jabaquara.  http://jabaquaraonline.com.br/ https://twitter.com/JJemNoticias,Publisher,"O jornal Jabaquara em Notícias foi fundado em 13 de
novembro de 1991, pela Editora Jornalística Juma Ltda
ME, após uma pesquisa junto a seus moradores e empresários.
A proposta do projeto foi em atender às carências da
população quanto a uma aproximação entre munícipes,
órgãos públicos e comerciantes.  O crescimento do
distrito Jabaquara é passado pelas páginas de nossas
edições quinzenalmente assim como o fortalecimento comercial desta região que já conta
com seus polos comerciais locais enriquecendo suas grandes avenidas e tornando-as de
grande importância para a cidade de São Paulo. O objetivo de seus fundadores era abrir
também espaço para os segmentos sociais da região, divulgando suas lutas e suas
forças; uma alternativa de voz para este público. 
  É desta forma, com seriedade e respeito que buscamos atender as demandas tão
importantes para seus moradores e empresários nos dias de hoje, fazendo parte deste
crescimento.",NA,806,https://www.facebook.com/Jabaquara-e-Cidade-Ademar-em-Notícias-434743466564048/,São Paulo,SP,Brazil,-23.66281531,-46.63465736,2,NA,http://www.jabaquaraonline.com.br/ http://www.cidadeademaronline.com.br/ http://www.editorajuma.com.br/,,
SÃO PAULO,JACOTEI,id3725,Online,RM SÃ£o Paulo,SP,São Paulo,SE,Brasil,Secom/PR,JáCotei,"O único Comparador de Preços que dá Pontos Multiplus ou Milhas Smiles.
www.jacotei.com.br",Media/News Company,"O JáCotei compara preços de mais de 1 milhão de Produtos, em mais de 500 lojas. Há 14 anos no mercado, ajudamos você a comprar o produto que você procura, pelo menor preço! Acesse agora www.jacotei.com.br e comece a economizar!",NA,54199,https://www.facebook.com/JaCoteiBR/,NA,NA,NA,NA,NA,43,JaCoteiBR,http://www.jacotei.com.br,,
JAGUARI,JAGUAR REGIONAL,id5253,Jornal,n/d,RS,Rio Grande do Sul,S,Brasil,Adjori-Rs,Jaguar Region,"Discover news, views, event details in Jaguar Region and more about your Avon products, all  at the touch of a fingertip",Health/Beauty,NA,NA,1159,https://www.facebook.com/jaguarRegion/,NA,NA,NA,NA,NA,26,jaguarRegion,https://www.avon.uk.com/myavonstore,,
ATALAIA DO NORTE,JAMBO VERDE,id4971,Online,n/d,AM,Amazonas,N,Brasil,Atlas da NotÃ­cia,Jambo Verde,"Desde 2009, o Jambo Verde tem a missão de informar e divulgar a Tríplice Fronteira e Alto Solimões, no Amazonas, para o Brasil e o mundo.",Media/News Company,O blog mais querido do Alto Solimões e Tríplice Fronteira,NA,1766,https://www.facebook.com/jamboverde/,Atalaia do Norte,AC,Brazil,-4.36650875,-70.1938131,40,jamboverde,http://jamboverde.blogspot.com/,,
JARU,JARU ON LINE,id2282,Online,n/d,RO,Rondônia,N,Brasil,Secom/PR,Jaru On-Line Community,A sua página de Noticias ,App Page,NA,NA,112,https://www.facebook.com/Jaru-On-Line-Community-135017256636558/,NA,NA,NA,NA,NA,1,NA,http://www.jaruonline.com.br,,
MIGUEL PEREIRA,JB MEMÓRIA,id1827,Online,n/d,RJ,Rio de Janeiro,SE,Brasil,Secom/PR,JB Memorials,Betaalbare Assieraden en Gedenkartikelen,Retail Company,NA,NA,791,https://www.facebook.com/JBMemorials/,NA,NA,NA,NA,NA,26,JBMemorials,http://www.jbmemorials.com,,
SÃO PAULO,JC CONCURSOS,id3478,Online,RM SÃ£o Paulo,SP,São Paulo,SE,Brasil,Secom/PR,JCConcursos - Jornal dos Concursos,"Concursos Públicos, OAB, Empregos e Educação",News & Media Website,O mais completo site de concursos públicos do país.,NA,269993,https://www.facebook.com/jornaldoconcurso/,NA,NA,NA,NA,NA,1499,jornaldoconcurso,www.jcconcursos.uol.com.br,,
PIRASSUNUNGA,JC REGIONAL,id4405,Jornal,n/d,SP,São Paulo,SE,Brasil,Secom/PR,JC Regional,"Notícias, informação, colunas sociais, eventos entre outros você lê em nosso jornal.",Newspaper,NA,NA,1888,https://www.facebook.com/jcregional/,Pirassununga,SP,Brazil,-21.9997715,-47.4403638,36,jcregional,http://www.jcregional.com.br,,
NAVIRAÍ,JK NEWS,id1256,Jornal,n/d,MS,Mato Grosso do Sul,CO,Brasil,Secom/PR,JK News,JkNews.TV :: Azad Kashmir's First TV channel. ,TV Channel,NA,NA,65959,https://www.facebook.com/JKnewspk.tv/,NA,NA,NA,NA,NA,7085,JKnewspk.tv,http://www.Jknewspk.tv,,
PONTA GROSSA,JM NEWS,id1617,Online,n/d,PR,Paraná,S,Brasil,Secom/PR,JM News,NA,Community,NA,NA,66,https://www.facebook.com/jmnewsdaily/,NA,NA,NA,NA,NA,4597,jmnewsdaily,NA,,
CURITIBA,JMA-JORNAL MEIO AMBIENTE,id1548,Online,RM Curitiba,PR,Paraná,S,Brasil,Secom/PR,JMA - Jornal Meio Ambiente,Um jornal repleto de informações ambientais - www.jornalmeioambiente.com,Social Service,"Um jornal repleto de informações ambientais. Com atualizações diárias de notícias, fotos e videos, voces terão acesso a informações e conteúdos de qualidade sobre meio ambiente.

Contato:
(41) 3024-8369
jornalmeioambiente@gmail.com
",NA,3033,https://www.facebook.com/jornalmeioambiente/,Curitiba,PR,Brazil,-25.43277733,-49.2749068,1,jornalmeioambiente,http://www.jornalmeioambiente.com,,
PIRACICABA,JN DE PIRACICABA,id5669,Jornal,n/d,SP,São Paulo,SE,Brasil,Central de DiÃ¡rios,Jn serralheria," jn serralheria.
Conceituada serralheria fazemos e entregamos conforme pedidos",Metal Supplier,NA,NA,55,https://www.facebook.com/Jn-serralheria-1399386913609861/,Piracicaba,SP,Brazil,-22.7575691,-47.6394986,0,NA,NA,,
BAURU,JOÃOBIDU,id3246,Online,n/d,SP,São Paulo,SE,Brasil,Secom/PR,João Bidu,"Página oficial do João Bidu no Facebook
Acompanhe o maior astrólogo do Brasil
http://loja.editoraastral.com.br/",Public Figure,NA,NA,1506935,https://www.facebook.com/JoaoBidu/,NA,NA,NA,NA,NA,27792,JoaoBidu,www.joaobidu.com.br,,
SÃO PAULO,JOGOS DE MENINAS,id3443,Online,RM SÃ£o Paulo,SP,São Paulo,SE,Brasil,Secom/PR,Jogos de Meninas,"jogos online,jogos gratis,jogos de meninas,jogos de meninas educativos",Teens & Kids Website,"jogos para meninas,jogos de vestir,jogos e meninas,jogos online,barbie,jogos de moto,jogo de meninas,jogo,jogos de barbie",NA,2840,https://www.facebook.com/jogosdemeninas.am/,NA,NA,NA,NA,NA,3,jogosdemeninas.am,http://jogosdemeninas-am.com/,,
SÃO JOSÉ DOS CAMPOS,JOGOS DE MENINAS.NET,id3380,Online,n/d,SP,São Paulo,SE,Brasil,Secom/PR,Jogos de Meninas,Site de Jogos Online destinados à meninas.,Teens & Kids Website,NA,NA,149136,https://www.facebook.com/MeninasNet/,São José dos Campos,SP,Brazil,NA,NA,84,MeninasNet,http://www.jogosdemeninas.net,,
SÃO PAULO,JOGUINHOS,id3931,Online,RM SÃ£o Paulo,SP,São Paulo,SE,Brasil,Secom/PR,Joguinhos,"Meu site é sobre jogo,eu irei mostrar jogo por exemplo minecraft fifa e lego marvel e batmam lego e mais.",Games/Toys,NA,NA,179,https://www.facebook.com/joguinhoslagais/,NA,NA,NA,NA,NA,0,joguinhoslagais,http://www.jogos.com.br,,
CÂNDIDO MOTA,JORNAL  GENTE,id4083,Jornal,n/d,SP,São Paulo,SE,Brasil,Secom/PR,Jornal Gente,NA,Media/News Company,NA,NA,856,https://www.facebook.com/jornalgentecm/,Cândido Mota,SP,Brazil,-22.74766694,-50.39177687,2,jornalgentecm,NA,,
UBERLÂNDIA,JORNAL 10,id1146,Jornal,n/d,MG,Minas Gerais,SE,Brasil,Secom/PR,Jornal 10,"Para comprar ou para vender, procure os classificados que todo mundo lê !",Newspaper,"
 JORNAL 10, classificados impresso e online, há quase quarenta anos no mercado de Uberlândia, temos alcançado lugar de destaque, pela qualidade da atuação, através do trabalho que toda equipe experiente realiza, oferecendo a cidade de Uberlândia diversas possibilidades de negócios de compra, venda e troca de produtos e serviços. 
",NA,9109,https://www.facebook.com/jornal10/,Uberlândia,MG,Brazil,-18.9191513,-48.272953,33,jornal10,http://www.jornal10.com.br,,
ENCRUZILHADA DO SUL,JORNAL 19 DE JULHO,id5213,Jornal,n/d,RS,Rio Grande do Sul,S,Brasil,Adjori-Rs,Jornal 19 de Julho,O mais lido. O mais comentado!,Newspaper,NA,NA,8096,https://www.facebook.com/jornal19/,Encruzilhada do Sul,RS,Brazil,NA,NA,209,jornal19,http://www.jornal19dejulho.com.br,,
ITUPORANGA,JORNAL A COMARCA,id2832,Online,n/d,SC,Santa Catarina,S,Brasil,Secom/PR,Jornal A Comarca,Jornal A Comarca - Monte Azul Paulista/SP,Media/News Company,Monte Azul Paulista/SP,NA,22595,https://www.facebook.com/JornalAcomarcaMonteAzul/,Monte Azul Paulista,SP,Brazil,NA,NA,1299,JornalAcomarcaMonteAzul,acomarcamonteazul.blogspot.com.br,,
CUIABÁ,JORNAL A GAZETA,id4976,Jornal,n/d,MT,Mato Grosso,CO,Brasil,Atlas da NotÃ­cia,Clube Jornal A Gazeta,Preparamos um espaço com todas as facilidades e vantagens ao seu alcance: http://clubedoassinante.agazeta.com.br,Telecommunication Company,NA,NA,8227,https://www.facebook.com/clubejornalagazeta/,Vitória,ES,Brazil,-20.3158333,-40.3120189,44,clubejornalagazeta,http://clubedoassinante.agazeta.com.br/,,
GOIÂNIA,JORNAL A HORA,id614,Jornal,n/d,GO,Goiás,CO,Brasil,Secom/PR,Jornal A Hora,"Veículo de comunicação regional com sede em Lajeado, fundamentado por um jornalismo investigativo, crítico, independente e ético.",Media/News Company,"Fundado em 1º de julho de 2002, o Jornal A Hora do Vale é um veículo de comunicação regional com sede em Lajeado. Veículo diário e 100% colorido. A tiragem é de 7 mil exemplares por edição. Abrange pelo menos 20 municípios fundamentado por um jornalismo investigativo, crítico, independente, ético e de proximidade com o leitor.",NA,20349,https://www.facebook.com/ahoradovale/,Lajeado,RS,Brazil,-29.4621185,-51.9674142,1670,ahoradovale,http://www.jornalahora.com.br,,
LAGUNA,JORNAL A MALAGUETA,id5443,Jornal,n/d,SC,Santa Catarina,S,Brasil,Adjori-Sc,A processar o Jornal Malagueta,Manbo so pra nos,Newspaper,NA,NA,1,https://www.facebook.com/A-processar-o-Jornal-Malagueta-818713668229102/,NA,NA,NA,NA,NA,0,NA,NA,,
ALVORADA,JORNAL A SEMANA,id5154,Jornal,RM Porto Alegre,RS,Rio Grande do Sul,S,Brasil,Adjori-Rs,Jornal A Semana,"Desde 20 de junho de 1989, noticiamos os principais acontecimentos de Alvorada aos nossos assinantes. Curta, compartilhe, comente e faça sua assinatura!",Newspaper,NA,NA,4330,https://www.facebook.com/jornalasemanaalvorada/,Alvorada,RS,Brazil,-29.9914422,-51.0808417,98,jornalasemanaalvorada,http://jornalasemana.net/,,
SILVÂNIA,JORNAL A VOZ,id686,Jornal,n/d,GO,Goiás,CO,Brasil,Secom/PR,Jornal A Voz,NA,Media/News Company,NA,NA,7102,https://www.facebook.com/jornal.avoz/,Ubá-MG,NA,NA,NA,NA,15,jornal.avoz,NA,,
BLUMENAU,JORNAL A VOZ DA RAZÃO,id5382,Jornal,n/d,SC,Santa Catarina,S,Brasil,Adjori-Sc,Jornal A Voz da Razão.,JORNALÍSMO VERDADE!.,Media/News Company,"NOTÍCIAS. INFORMAÇÃO. CULTURA. TURÍSMO.
ESPORTES. DENÚNCIAS. COLUNAS. EVENTOS. DIVULGAÇÕES.
JORNALÍSMO VERDADE!.",NA,104,https://www.facebook.com/Jornal-A-Voz-da-Razão-801493206627334/,NA,NA,NA,NA,NA,2,NA,http://www.facebook.com/jornalavozdarazao,,
JUAZEIRO,JORNAL AÇÃO POPULAR,id82,Online,n/d,BA,Bahia,NE,Brasil,Secom/PR,Jornal Ação Popular,"Somos uma empresa com larga experiência no mercado adquirida através dos mais de 20 anos de atuação na área de Comunicação e Jornalismo.
",Media/News Company,"Somos uma empresa com larga experiência no mercado adquirida através dos mais de 20 anos de atuação na área de Comunicação e Jornalismo.
Contamos com equipamentos modernos e em quantidade satisfatória, com site jornalístico atualizado diariamente Mas, principalmente, nos valemos de profissionais capacitados que podem atender sua demanda de forma personalizada com rapidez e eficiência tanto na elaboração de material a ser publicado (banners, anúncios e matérias institucionais) como jornalistas, que na conduta de seu trabalho, garantem uma boa visibilidade do veículo de comunicação.
Oferecendo para este órgão público garantia de que através dos nossos serviços ele será reconhecido como uma instituição que atende os princípios da administração pública: Legalidade, Moralidade, Impessoalidade, Publicidade e Eficiência. Além de garantir a divulgação de ações e projetos desenvolvidos pelo órgão.
Certos de que podemos disponibilizar a maior gama de benefícios, nos colocamos a disposição para quaisquer dúvidas.
",NA,8263,https://www.facebook.com/acaopopular/,Juazeiro (BA),NA,NA,NA,NA,151,acaopopular,http://www.acaopopular.net,,
